^PLATFORM = GPL5
!Platform_title = Dmel.testis.1.0
!Platform_geo_accession = GPL5
!Platform_status = Public on Oct 08 2000
!Platform_submission_date = Oct 03 2000
!Platform_last_update_date = Oct 28 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Drosophila melanogaster
!Platform_taxid = 7227
!Platform_description = The array was assembled using 1,681 testes ESTs, representing 1,527 Drosophila melanogaster EST sequences and 144 anonymous clones from the bs collection (CLONE_ID).
!Platform_description = An aliquot of the same DNA preparation used in the sequencing reactions (GB_ACC), diluted 2/50 in TE, provided material for the PCRs.
!Platform_description = Inserts were PCR amplified (1X PCR buffer [Life Technologies], 1.5 mM MgCl2, 0.2 mM dNTPs, 1 µM T7 22-mer primer, 1 µM T3 20-mer primer, 2 µl of plasmid DNA dilution [approximately 10 ng], 0.035 U/µl recombinant Taq DNA polymerase [Life Technologies], in a volume of 100 µl, cycled 94C 2 min, 30X[94 C 0.5 min, 55 C 0.5 min, 2.5 min 72 C], 10 min 72 C in a PTC-225 DNA Engine Tetrad [MJ Research]), and successful amplification was confirmed by agarose gel electrophoresis (PCR-QC:  passed = product present, failed = no product).
!Platform_description = Samples of approximately 5 nl of 250 µg/ml DNA, in 0.1 N NaOH were printed in 300 µm spots in subarrays (SUB-ARRAY) of 12 x 12 clones (ROW and COLUMN indicated) at 665 µm spacing on Supercharge nytran membranes (Schleicher & Schuell) using a GMS 417 arrayer (Genetic Microsystems).
!Platform_description = Subarrays were printed in duplicate (DUPLICATE a or b).
!Platform_description = Printing was validated (SPOT_QC) by hybridization of one array with the short vector sequence common to all amplicons (pBluescript SK, 626-791 bp).
!Platform_description = SPOT_QC values are hybridization intensity.  BEST-HIT and associated E value for ESTs aligned with the nr database are given.
!Platform_description = Keywords = germline sex testis, membrane, filter
!Platform_pubmed_id = 11116097
!Platform_contributor = B,,Oliver
!Platform_contributor = J,,Andrews
!Platform_contributor = G,G,Bouffard
!Platform_contributor = C,,Cheadle
!Platform_contributor = J,,Lu
!Platform_contributor = K,G,Becker
!Platform_contact_name = Brian,,Oliver
!Platform_contact_email = briano@helix.nih.gov
!Platform_contact_phone = 301-496-5495
!Platform_contact_laboratory = Developmental Genomics
!Platform_contact_department = LCDB
!Platform_contact_institute = NIDDK, NIH
!Platform_contact_address = 50 South Drive
!Platform_contact_city = Bethesda
!Platform_contact_state = MD
!Platform_contact_zip/postal_code = 20892
!Platform_contact_country = USA
!Platform_sample_id = GSM3
!Platform_sample_id = GSM4
!Platform_sample_id = GSM5
!Platform_sample_id = GSM6
!Platform_sample_id = GSM7
!Platform_sample_id = GSM8
!Platform_sample_id = GSM9
!Platform_sample_id = GSM10
!Platform_series_id = GSE462
!Platform_data_row_count = 3456
#ID = 
#GB_ACC = GenBank accession number LINK_PRE:"http://www.ncbi.nlm.nih.gov/nuccore/?term="
#BSCC_ID = bs collection clone identifier
#CLONE_ID = Flybase identifier LINK_PRE:"http://flybase.bio.indiana.edu/.bin/fbidq.html?"
#SUB-ARRAY = sub-array number
#DUPLICATE = dupilcate number
#ROW = row number
#COLUMN = column number
#PCR_QC = PCR quality control
#SPOT_ID = spot identifier
#BEST_HIT = BLAST best hit against nr database
#E_VAL = E value of best hit
#SPOT_QC = spot quality control
!platform_table_begin
ID	GB_ACC	BSCC_ID	CLONE_ID	SUB-ARRAY	DUPLICATE	ROW	COLUMN	PCR_QC	SPOT_ID	BEST_HIT	E_VAL	SPOT_QC
3047				10	b	2	11	failed	no sequence - failed PCR			9616
3048				10	b	2	12	failed	no sequence - failed PCR			2315
3049	AI946692	bs29f07	FBgn0052240	10	b	3	1	passed				107982
3050	AI946728	bs30a09	FBgn0045134	10	b	3	2	passed		gi|1101597 (L42285) SSL [Drosophila melanogaster]	1.00E-127	202733
3051	AI946759	bs30d04	FBgn0033929	10	b	3	3	passed		gi|2582797|emb|CAA05340| (AJ002366) 62 kDa subunit of TFIIH [Mus musculus]	3.00E-31	197364
3052	AI946787	bs30f09	FBgn0030536	10	b	3	4	passed				131469
3053	AI946934	bs33b10	FBgn0040343	10	b	3	5	passed		gi|5678969|emb|CAB51697.1| (AL109630) BACR7A4.ak [Drosophila melanogaster]	2.00E-33	100429
3054	AI946973	bs33f04	FBgn0028955	10	b	3	6	passed				95658
3055	AI947001	bs33h08	FBgn0037913	10	b	3	7	passed		gi|1169595|sp|P41509|FABM_LOCMI FATTY ACID-BINDING PROTEIN, MUSCLE (M-FABP) >gi|630820|pir||S43470fatty-acid-binding protein - migratory locust>gi|546690|bbs|147895 (S70162) M-FABP=fatty-acid-bindingprotein [Locusta migratoria=locusts, flight muscle,Peptide, 134 aa] [Locusta migratoria]	2.00E-28	91004
3056	AI947036	bs34c11	FBgn0023170	10	b	3	8	passed		gi|3122723|sp|O16130|RL39_DROME 60S RIBOSOMAL PROTEIN L39 (RIBOSOMAL PROTEIN 46) >gi|2307014(AF012422) ribosomal protein 46 [Drosophilamelanogaster]	1.00E-22	48387
3057	AI947194	bs36b09	FBgn0038220	10	b	3	9	passed				122778
3058	AI947230	bs36f02	FBgn0034800	10	b	3	10	passed		gi|1717963|sp|P52624|UDP_MOUSE URIDINE PHOSPHORYLASE (UDRPASE) >gi|1363252|pir||A57501 uridinephosphorylase (EC 2.4.2.3) I - mouse>gi|862463|dbj|BAA07916| (D44464) Uridine Phosphorylase[Mus musculus]	3.00E-40	128305
3059				10	b	3	11	failed	no sequence - failed PCR			14807
3060				10	b	3	12	failed	no sequence - failed PCR			2741
3061	AI946690	bs29f05	FBgn0039350	10	b	4	1	passed				70549
3062	AI946724	bs30a04	FBgn0004374	10	b	4	2	passed		gi|2555105 (AF022650) kinesin like protein at 38B [Drosophila melanogaster]	3.00E-98	105194
3063	AI946756	bs30d01	FBgn0001248	10	b	4	3	passed		gi|5001396|gb|AAD36990.1| (AF041471) NADP-dependent isocitrate dehydrogenase [Periplanetaamericana]	8.00E-58	218170
3064	AI946785	bs30f07	FBgn0000408	10	b	4	4	passed		gi|117900|sp|P04657|CYC1_DROME CYTOCHROME C-1 >gi|625188|pir||B23058 cytochrome c DC3 - fruit fly(Drosophila melanogaster) >gi|7781|emb|CAA25901|(X01761) cytochrome C (DC3) (aa 1-104) [Drosophilamelanogaster]	5.00E-54	130469
3065	AI946930	bs33b06	FBgn0032768	10	b	4	5	passed				80022
3066	AI946971	bs33f02	FBgn0036020	10	b	4	6	passed		gi|5306252|gb|AAD41985.1|AC006438_17 (AC006438) putative cyclophilin-type peptidyl-prolyl cis-transisomerase [Arabidopsis thaliana]	3.00E-38	89753
3067	AI946998	bs33h05	FBgn0010621	10	b	4	7	passed		gi|5679346|gb|AAD46928.1|AF172635_1 (AF172635) BcDNA.GM12270 [Drosophila melanogaster]	2.00E-67	52448
3068	AI947034	bs34c09	FBgn0000319	10	b	4	8	passed		gi|231811|sp|P29742|CLH_DROME CLATHRIN HEAVY CHAIN >gi|1079060|pir||S52588 clathrin heavy chain -fruit fly (Drosophila melanogaster)>gi|7722|emb|CAA78507| (Z14133) clathrin heavy chain[Drosophila melanogaster]	1.00E-114	51207
3069	AI947191	bs36b06	FBgn0033602	10	b	4	9	passed				83207
3070	AI947228	bs36e11	FBgn0031372	10	b	4	10	passed				53010
3071				10	b	4	11	failed	no sequence - failed PCR			7822
3072				10	b	4	12	failed	no sequence - failed PCR			2320
3073	AI946686	bs29e12	FBgn0039561	10	b	5	1	passed		gi|1518458 (U45998) mitochondrial solute carrier [Onchocerca volvulus]	4.00E-49	70534
3074	AI946722	bs30a02	FBgn0002626	10	b	5	2	passed		gi|3123274|sp|P04359|RL32_DROME 60S RIBOSOMAL PROTEIN L32 (RP49) >gi|1928968 (U92431) ribosomalprotein 49 [Drosophila melanogaster]>gi|2739301|emb|CAA74278| (Y13939) ribosomal protein 49[Drosophila melanogaster]	6.00E-74	104923
3075	AI946753	bs30c10	FBgn0030376	10	b	5	3	passed				103675
3076	AI946782	bs30f04	FBgn0025111	10	b	5	4	passed		gi|3171748|emb|CAA71629.1| (Y10618) ADP/ATP translocase [Drosophila melanogaster]	1.00E-79	129655
3077	AI946923	bs33a11	FBgn0035196	10	b	5	5	passed				91327
3078	AI946969	bs33e12	FBgn0030620	10	b	5	6	passed		gi|5729937|ref|NP_006545.1|PMTX2| metaxin 2 >gi|3283049 (AF053551) metaxin 2 [Homo sapiens]	9.00E-18	127051
3079	AI946996	bs33h03	FBgn0038979	10	b	5	7	passed		gi|729729|sp|P40622|HMGA_CHITE MOBILITY GROUP PROTEIN 1A >gi|156587 (M93253) high mobility groupprotein 1a [Chironomus tentans]	1.00E-12	59123
3080	AI947032	bs34c07	FBgn0045987	10	b	5	8	passed		gi|3879426|emb|CAB01582.1| (Z78200) Weak similarity to Yeast hypothetical protein L8479.1(TR:G577172); cDNA EST yk463e6.3 comes from this gene[Caenorhabditis elegans]	7.00E-16	96891
3081	AI947189	bs36b04	FBgn0025637	10	b	5	9	passed		gi|3645988|emb|CAA20889.1| (AL031581) /prediction=(method:genefinder, version:084,score:33.11); /prediction=(method:genscan,version:1.0, score:77.16);/motif=(desc:ATP/GTP-binding site motif A (P-loop),dbase:PROSITE, ...	9.00E-92	91606
3082	AI947224	bs36e07	FBgn0034592	10	b	5	10	passed		gi|4885109|ref|NP_005175.1|PCALM3| calmodulin 3 (phosphorylase kinase, delta) >gi|825635|emb|CAA36839|(X52606) calmodulin [Homo sapiens]	4.00E-13	100757
3083				10	b	5	11	failed	no sequence - failed PCR			11437
3084				10	b	5	12	failed	no sequence - failed PCR			2676
3085	AI946684	bs29e10	FBgn0041102	10	b	6	1	passed		gi|5052484|gb|AAD38572.1|AF145597_1 (AF145597) BcDNA.GH02250 [Drosophila melanogaster]	2.00E-82	47771
3086	AI946719	bs29h11	FBgn0038944	10	b	6	2	passed				41479
3087	AI946751	bs30c08	FBgn0033265	10	b	6	3	passed				53979
3088	AI946779	bs30f01	FBgn0033460	10	b	6	4	passed				49581
3089	AI946919	bs33a07	FBgn0045112	10	b	6	5	passed				76793
3090	AI946964	bs33e07	FBgn0045988	10	b	6	6	passed		gi|118043|sp|P21816|CYDX_RAT CYSTEINE DIOXYGENASE (CDO) >gi|111545|pir||A34632 cysteinedioxygenase (EC 1.13.11.20), hepatic - rat >gi|203394(M35266) cysteine dioxygenase (EC 1.13.11.20) [Rattusnorvegicus] >gi|1754511|dbj|BAA11925| (D83481) cysteinedioxygenase [Rattus norvegicus]	8.00E-33	64538
3091	AI946994	bs33h01	FBgn0026147	10	b	6	7	passed		gi|1136406|dbj|BAA11490| (D79995) similar to pig tubulin-tyrosine ligase. [Homo sapiens]	3.00E-77	48399
3092	AI947026	bs34b12	FBgn0045101	10	b	6	8	passed		gi|2055315|dbj|BAA19772| (D83207) ORF2 [Drosophila simulans]	2.00E-10	145560
3093	AI947186	bs36b01	FBgn0032039	10	b	6	9	passed				77184
3094	AI947221	bs36e03	FBgn0038321	10	b	6	10	passed		gi|6491783|emb|CAB61849.1| (AJ242909) N-Acetylglucosamine kinase [Mus musculus]	3.00E-08	74032
3095				10	b	6	11	failed	no sequence - failed PCR			11060
3096				10	b	6	12	failed	no sequence - failed PCR			3173
3097	AI946565	bs27h03	FBgn0020251	10	b	7	1	failed		gi|1174605|sp|P41387|TBB_ONCGI TUBULIN BETA CHAIN >gi|510354|emb|CAA56285| (X79930) beta-tubulin[Onchocerca gibsoni]	6.00E-44	17051
3098		bs28d08		10	b	7	2	failed	clone bs28d08			17463
3099		bs28h11		10	b	7	3	passed	clone bs28h11			41625
3100	AI946658	bs29c06	FBgn0042189	10	b	7	4	passed				28759
3101		bs31c01		10	b	7	5	passed	clone bs31c01			74636
3102	BE662218	bs31g09	FBgn0036534	10	b	7	6	passed				49274
3103		bs32d01		10	b	7	7	passed	clone bs32d01			53074
3104	AI946905	bs32g08	FBgn0037245	10	b	7	8	passed				53977
3105	AI947072	bs34g01	FBgn0050015	10	b	7	9	passed				81417
3106	AI947102	bs35b04	FBgn0031757	10	b	7	10	passed		gi|5080790|gb|AAD39300.1|AC007576_23 (AC007576) Similar to  mitochondrial carrier proteins [Arabidopsisthaliana]	5.00E-17	54461
3107	AI947126	bs35d07	FBgn0032530	10	b	7	11	passed				53183
3108	AI947167	bs35h01	FBgn0025608	10	b	7	12	passed		gi|3688609|dbj|BAA33466| (AB013610) Fly Fas-associated factor (FFAF) [Drosophilamelanogaster]	3.00E-35	20137
3109	AI946563	bs27g12	FBgn0011768	10	b	8	1	passed		gi|1168359|sp|P46415|ADHX_DROME ALCOHOL DEHYDROGENASE CLASS III (GLUTATHIONE-DEPENDENT FORMALDEHYDEDEHYDROGENASE) (FDH) (FALDH) (OCTANOL DEHYDROGENASE)>gi|1079049|pir||S51357 alcohol dehydrogenase/octanoldehydrogenase class III - fruit fly (Drosophilamelanogaster) >gi|497179 (U07641) alcohol dehydrogenase[Drosophila melanogaster] >gi|538265 (U07799)glutathione-dependent formaldehyde dehydrogenase[Drosophila melanogaster]	1.00E-70	32643
3110		bs28d01		10	b	8	2	passed	clone bs28d01			61633
3111	AI946624	bs28h04	FBgn0029700	10	b	8	3	passed				55014
3112				10	b	8	4	failed	no sequence - failed PCR			15388
3113	AI946821	bs31b04	FBgn0038182	10	b	8	5	passed				94369
3114	AI946844	bs31g03	FBgn0029946	10	b	8	6	passed				114112
3115		bs32c09		10	b	8	7	passed	clone bs32c09			76678
3116	AI946903	bs32g06	FBgn0038838	10	b	8	8	passed				68283
3117	AI947069	bs34f10	FBgn0030852	10	b	8	9	passed				112441
3118	AI947100	bs35b01	FBgn0032650	10	b	8	10	passed		gi|1176519|sp|P42168|YKL1_CAEEL PUTATIVE CASEIN KINASE I C03C10.1 IN CHROMOSOME III>gi|3873947|emb|CAA84685.1| (Z35637) similar to caseinKinase I; cDNA EST EMBL:D27618 comes from this gene;cDNA EST EMBL:T00269 comes from this gene; cDNA ESTEMBL:T01494 comes from this gene; cDNA EST EMBL:T01602comes from this gene; cDNA EST EMBL:D3...	5.00E-87	78034
3119	AI947124	bs35d05	FBgn0036182	10	b	8	11	passed		gi|113594|sp|P16116|ALDR_BOVIN ALDOSE REDUCTASE (AR) (ALDEHYDE REDUCTASE) (20-ALPHA-HYDROXYSTEROIDDEHYDROGENASE) (20-ALPHA-HSD)	4.00E-49	128304
3120	AI947165	bs35g11	FBgn0045982	10	b	8	12	passed				69658
3121	AI946558	bs27g07	FBgn0037656	10	b	9	1	passed		gi|6323761|ref|NP_013832.1|YMR114C| Ymr114cp >gi|2497154|sp|Q04471|YM04_YEAST HYPOTHETICAL 42.9 KDPROTEIN IN ILV2-ADE17 INTERGENIC REGION>gi|1084936|pir||S54575 hypothetical protein YMR114c -yeast (Saccharomyces cerevisiae)>gi|817873|emb|CAA89751| (Z49702) unknown [Saccharomycescerevisiae]	2.00E-12	59548
3122	AI946599	bs28c10	FBgn0001980	10	b	9	2	passed		gi|3139079 (AF062537) cullin 3 [Homo sapiens]	5.00E-19	64306
3123	AI946617	bs28g09	FBgn0045152	10	b	9	3	passed				73834
3124	AI946651	bs29b11	FBgn0051363	10	b	9	4	failed				23546
3125		bs31b01		10	b	9	5	passed	clone bs31b01			62416
3126	AI946839	bs31f09	FBgn0029153	10	b	9	6	passed		gi|126738|sp|P06801|MAOX_MOUSE MALATE OXIDOREDUCTASE (MALIC ENZYME) (ME) >gi|65938|pir||DEMSMXmalate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) (EC 1.1.1.40) - mouse >gi|199021 (M26756) malicenzyme [Mus musculus] >gi|199763 (J02652) malateoxidoreductase [Mus musculus]	3.00E-49	83055
3127	AI946879	bs32c07	FBgn0031627	10	b	9	7	passed				79548
3128	AI946900	bs32g02	FBgn0034251	10	b	9	8	passed		gi|162864 (M58607) mitochondrial NADH dehydrogenase (ubiquinone) 51kDasubunit [Bos taurus]	2.00E-67	51808
3129	AI947064	bs34f05	FBgn0033953	10	b	9	9	passed				90147
3130		bs35a10		10	b	9	10	passed	clone bs35a10			124400
3131	AI947122	bs35d03	FBgn0050460	10	b	9	11	passed				118288
3132	AI947154	bs35f12	FBgn0002862	10	b	9	12	passed				68266
3133	AI946556	bs27g05	FBgn0035047	10	b	10	1	passed				37289
3134	BE662183	bs28c07	FBgn0017556	10	b	10	2	passed		gi|1220188 (U46009) testes-specific proteasome subunit [Drosophilamelanogaster]	6.00E-73	76456
3135	AI946615	bs28g06	FBgn0038488	10	b	10	3	passed				52596
3136	AI946649	bs29b09	FBgn0045147	10	b	10	4	passed				49855
3137	BE662204	bs31a10	FBgn0045126	10	b	10	5	passed				83420
3138	BE662217	bs31f06	FBgn0039855	10	b	10	6	passed		gi|5102776|emb|CAB45255.1| (AJ238894) acyl-CoA thioesterase [Mus musculus]	6.00E-18	80191
3139	AI946874	bs32c02	FBgn0032729	10	b	10	7	passed				81073
3140	AI946899	bs32f12	FBgn0031849	10	b	10	8	passed				62103
3141	AI947061	bs34f02	FBgn0032360	10	b	10	9	passed				85214
3142	AI947095	bs35a02	FBgn0038210	10	b	10	10	passed				120942
3143	AI947120	bs35d01	FBgn0033544	10	b	10	11	passed				132841
3144	AI947150	bs35f08	FBgn0031546	10	b	10	12	passed		gi|1709974|sp|P52859|R10A_RAT 60S RIBOSOMAL PROTEIN L10A >gi|2143564|pir||JC4677 60s ribosomalprotein L10a chain - rat >gi|1370289|emb|CAA63732|(X93352) ribosomal protein L10a [Rattus norvegicus]>gi|4490422|emb|CAB38627.1| (AL022721) dJ109F14.2 (60SRibosomal Protein RPL10A) [Homo sapiens]	3.00E-21	79222
3145	BE662174	bs27f09	FBgn0003607	10	b	11	1	passed		gi|1170337|sp|P05205|HP1_DROME HETEROCHROMATIN PROTEIN 1 (HP1) (NONHISTONE CHROMOSOMAL PROTEINC1A9 ANTIGEN) >gi|103192|pir||A39268heterochromatin-specific chromosomal protein 1 - fruitfly (Drosophila melanogaster) >gi|157641 (M57574) HP-1[Drosophila melanogaster]	5.00E-52	31883
3146	AI946594	bs28c04	FBgn0037643	10	b	11	2	passed		gi|3766201 (AF058955) ATP-specific succinyl-CoA synthetase beta subunit [Musmusculus]	2.00E-26	71330
3147	AI946611	bs28f12	FBgn0031188	10	b	11	3	passed				74241
3148	AI946647	bs29b07	FBgn0038598	10	b	11	4	passed				41270
3149	BE662201	bs31a05	FBgn0031637	10	b	11	5	passed		gi|3979942|emb|CAA22321.1| (AL034393) predicted using Genefinder; similar to KH domain familyof RNA binding proteins.; cDNA EST yk362f7.3 comes fromthis gene; cDNA EST yk362f7.5 comes from this gene; cDNAEST EMBL:D75801 comes from this gene; cDNA ES...	5.00E-18	97586
3150		bs31f02		10	b	11	6	passed	clone bs31f02			77807
3151	AI946873	bs32b11	FBgn0031720	10	b	11	7	passed				101905
3152	AI946895	bs32f07	FBgn0045117	10	b	11	8	passed				85754
3153	AI947059	bs34e12	FBgn0034939	10	b	11	9	passed				96548
3154	AI947092	bs34h11	FBgn0045095	10	b	11	10	passed				88866
3155	AI947118	bs35c10	FBgn0036405	10	b	11	11	passed		gi|6324493|ref|NP_014561.1|YOL080C| Yol080cp >gi|2132011|pir||S66773 hypothetical protein YOL080c -yeast (Saccharomyces cerevisiae)>gi|1419913|emb|CAA99090| (Z74822) ORF YOL080c[Saccharomyces cerevisiae]	2.00E-13	100672
3156	AI947147	bs35f05	FBgn0003520	10	b	11	12	passed		gi|134950|sp|P25159|STAU_DROME MATERNAL EFFECT PROTEIN STAUFEN >gi|103244|pir||A40315 maternaleffect protein (staufen) - fruit fly (Drosophilamelanogaster) >gi|158506 (M69111) [D.melanogaster mRNA,complete cds.], gene product [Drosophila melanogaster]	7.00E-50	115260
3157	AI946543	bs27f03	FBgn0045167	10	b	12	1	passed				25753
3158	AI946592	bs28c02	FBgn0032590	10	b	12	2	passed				51994
3159	AI946609	bs28f09	FBgn0046687	10	b	12	3	passed				59703
3160	AI946644	bs29b04	FBgn0031944	10	b	12	4	passed				66960
3161		bs31a01		10	b	12	5	passed	clone bs31a01			55256
3162		bs31e08		10	b	12	6	passed	clone bs31e08			57161
3163	AI946870	bs32b08	FBgn0045120	10	b	12	7	passed				51857
3164		bs32f02		10	b	12	8	passed	clone bs32f02			65123
3165	AI947056	bs34e09	FBgn0050412	10	b	12	9	passed				61391
3166	AI947089	bs34h08	FBgn0036661	10	b	12	10	passed		gi|4583309|gb|AAD25022.1|AF115346_1 (AF115346) calcium-regulated heat stable protein CRHSP-24 [Rattussp.]	1.00E-24	71468
3167	AI947117	bs35c09	FBgn0034416	10	b	12	11	passed				57890
3168	AI947146	bs35f03	FBgn0036415	10	b	12	12	passed		gi|118099|sp|P25007|CYPH_DROME PEPTIDYL-PROLYL CIS-TRANS ISOMERASE (PPIASE) (ROTAMASE)(CYCLOPHILIN) (CYCLOSPORIN A-BINDING PROTEIN)>gi|1360737|pir||B38388 peptidylprolyl isomerase (EC5.2.1.8) (cyclophilin) cyp-1 - fruit fly (Drosophilamelanogaster) >gi|157164 (M62398) CYP-1 [Drosophilamelanogaster]	7.00E-80	133218
3169	AI946676	bs29e02	FBgn0026189	11	b	1	1	passed		gi|5809688|gb|AAD22487.2|AF127935_1 (AF127935) prominin-like protein [Drosophila melanogaster]>gi|6319225|gb|AAF07212.1|AF197345_1 (AF197345)prominin-like protein [Drosophila melanogaster]	3.00E-94	153897
3170	AI946716	bs29h07	FBgn0031184	11	b	1	2	passed				149838
3171	AI946746	bs30c03	FBgn0031545	11	b	1	3	passed		gi|467292 (U07817) glutamine-asparagine rich protein [Dictyosteliumdiscoideum]	4.00E-07	126897
3172				11	b	1	4	failed	no sequence - failed PCR			38542
3173	AI946915	bs33a02	FBgn0044020	11	b	1	5	passed		gi|4588034|gb|AAD25962.1|AF092878_1 (AF092878) zinc RING finger protein SAG [Homo sapiens]>gi|5917674|gb|AAD55984.1|AF164679_1 (AF164679) ringfinger protein CKBBP1 [Homo sapiens]	3.00E-24	162431
3174	AI946960	bs33e02	FBgn0045819	11	b	1	6	passed				87548
3175	AI946989	bs33g08	FBgn0039511	11	b	1	7	passed				118265
3176	AI947022	bs34b07	FBgn0036121	11	b	1	8	passed				163687
3177	AI947183	bs36a09	FBgn0005410	11	b	1	9	passed		gi|2078282 (U95760) Sno [Drosophila melanogaster]	1.00E-105	197130
3178	AI947218	bs36d10	FBgn0031728	11	b	1	10	passed		gi|1653979|emb|CAA70287| (Y09066) 60kDa heat shock protein [Drosophila melanogaster]	7.00E-39	194811
3179	AI947262	bs36h11	FBgn0000261	11	b	1	11	passed		gi|1705622|sp|P17336|CATA_DROME CATALASE >gi|66297|pir||CSFF catalase (EC 1.11.1.6) - fruit fly(Drosophila melanogaster) >gi|2133644|pir||S69287catalase (EC 1.11.1.6) - fruit fly (Drosophilamelanogaster) >gi|7690|emb|CAA36529| (X52286) catalase[Drosophila melanogaster] >gi|451308 (U00145) catalase[Drosophila melanogaster]	1.00E-123	135925
3180				11	b	1	12	failed	no sequence - failed PCR			12378
3181	AI946674	bs29d12	FBgn0045143	11	b	2	1	passed				207669
3182	AI946714	bs29h05	FBgn0031531	11	b	2	2	passed				167636
3183	AI946743	bs30b12	FBgn0015321	11	b	2	3	passed		gi|1850816|emb|CAA72184| (Y11349) ubiquitin conjugating enzyme [Drosophila melanogaster]	2.00E-90	155047
3184	AI946775	bs30e09	FBgn0045130	11	b	2	4	passed				154780
3185	BE662241	bs32h11	FBgn0003738	11	b	2	5	passed		gi|267156|sp|P29613|TPIS_DROME TRIOSEPHOSPHATE ISOMERASE (TIM) >gi|103429|pir||S18604triose-phosphate isomerase (EC 5.3.1.1) - fruit fly(Drosophila melanogaster) >gi|10946|emb|CAA40804|(X57576) triosephosphate isomerase [Drosophilamelanogaster]	9.00E-47	208129
3186	AI946958	bs33d11	FBgn0031347	11	b	2	6	passed				90680
3187	AI946986	bs33g05	FBgn0031781	11	b	2	7	passed		gi|5031595|ref|NP_005709.1|PARC20| Arp2/3 protein complex subunit p20 >gi|3121766|sp|O15509|AR20_HUMANARP2/3 COMPLEX 20 KD SUBUNIT (P20-ARC)>gi|2282040|gb|AAB64192.1| (AF006087) p20-Arc [Homosapiens] >gi|2444287 (AF019888) Arp2/3 complex 20 kDasubunit [Homo sapiens]	4.00E-74	90357
3188	AI947019	bs34b04	FBgn0035909	11	b	2	8	passed		gi|1174158 (U44129) p58 [Rattus norvegicus] >gi|1588375|prf||2208374Acis-Golgi/intermediate compartment protein [Rattusnorvegicus]	1.00E-69	116846
3189	AI947180	bs36a06	FBgn0038708	11	b	2	9	passed		gi|3183164|sp|O13750|SUCA_SCHPO PROBABLE SUCCINYL-COA LIGASE [GDP-FORMING] ALPHA-CHAIN,MITOCHONDRIAL PRECURSOR (SUCCINYL-COA SYNTHETASE, ALPHACHAIN) (SCS-ALPHA) >gi|2330705|emb|CAB11045| (Z98529)probable succinyl-coa ligase [Schizosaccharomyces pombe]	1.00E-44	162449
3190	AI947216	bs36d08	FBgn0039345	11	b	2	10	passed		gi|4261589|gb|AAD13889|S57937_1 (S57937) jingwei [Drosophila teissieri]	8.00E-19	173189
3191	AI947258	bs36h07	FBgn0036740	11	b	2	11	passed		gi|4680707|gb|AAD27743.1|AF132968_1 (AF132968) CGI-34 protein [Homo sapiens]	4.00E-47	190249
3192				11	b	2	12	failed	no sequence - failed PCR			15339
3193	AI946669	bs29d07	FBgn0032632	11	b	3	1	passed		gi|6010027|emb|CAB57225.1| (AJ249461) Inhibitor-2 [Drosophila melanogaster]>gi|6010029|emb|CAB57226.1| (AJ249462) Inhibitor-2[Drosophila melanogaster]	2.00E-22	158970
3194	AI946709	bs29g12	FBgn0042710	11	b	3	2	passed		gi|183227 (M69051) glucokinase [Homo sapiens]	9.00E-48	188971
3195	AI946741	bs30b10	FBgn0033868	11	b	3	3	passed		gi|230115|pdb|1LAP|   Leucine Aminopeptidase (E.C.3.4.11.1) >gi|442686|pdb|1BPM|Leucine Aminopeptidase (E.C.3.4.11.1)>gi|442687|pdb|1BPN|  Leucine Aminopeptidase(E.C.3.4.11.1) >gi|809230|pdb|1BLL|E Bos taurus	7.00E-42	211950
3196	AI946773	bs30e07	FBgn0032229	11	b	3	4	passed		gi|5174419|ref|NP_006003.1|PCLPP| ClpP (caseinolytic protease, ATP-dependent, proteolytic subunit, E.coli) homolog >gi|3023512|sp|Q16740|CLPP_HUMAN PUTATIVEATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT,MITOCHONDRIAL PRECURSOR (ENDOPEPTIDASE CLP)>gi|2134793|pir||S68421 ATP-dependent Clp proteinase (EC3.4.21.92) chain P homolog - human>gi|963048|emb|CAA90705| (Z50853) CLPP [Homo sapiens]	1.00E-69	231903
3197	BE662240	bs32h09	FBgn0029174	11	b	3	5	passed		gi|6580969|gb|AAF18387.1|AF163664_1 (AF163664) FK506-binding protein FKBP59 [Drosophila melanogaster]	5.00E-32	204575
3198	AI946953	bs33d06	FBgn0026380	11	b	3	6	passed		gi|4559288|gb|AAD22968.1|AF116898_1 (AF116898) 20S proteasome beta3 subunit [Drosophila melanogaster]	5.00E-79	84446
3199	AI946984	bs33g03	FBgn0035915	11	b	3	7	passed		gi|4335941|gb|AAD17527| (AF061738) leucine aminopeptidase [Homo sapiens]	6.00E-43	66869
3200	AI947016	bs34b01	FBgn0045104	11	b	3	8	passed				106134
3201	BE662255	bs36a01	FBgn0037051	11	b	3	9	passed		gi|5577977|gb|AAD45407.1|AF118853_1 (AF118853) gliosarcoma-related antigen MIDA1 [Rattus norvegicus]	2.00E-08	207699
3202	AI947214	bs36d06	FBgn0036687	11	b	3	10	passed				181894
3203	AI947254	bs36h03	FBgn0031279	11	b	3	11	passed				139708
3204				11	b	3	12	failed	no sequence - failed PCR			14277
