^PLATFORM = GPL14
!Platform_title = ce_rosetta
!Platform_geo_accession = GPL14
!Platform_status = Public on Jul 24 2001
!Platform_submission_date = Jul 24 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Caenorhabditis elegans
!Platform_taxid = 6239
!Platform_description = A microarray with 13323 spot features.
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM436
!Platform_sample_id = GSM437
!Platform_sample_id = GSM438
!Platform_sample_id = GSM439
!Platform_sample_id = GSM440
!Platform_sample_id = GSM441
!Platform_sample_id = GSM442
!Platform_sample_id = GSM443
!Platform_sample_id = GSM444
!Platform_sample_id = GSM445
!Platform_sample_id = GSM446
!Platform_sample_id = GSM447
!Platform_sample_id = GSM448
!Platform_sample_id = GSM449
!Platform_sample_id = GSM450
!Platform_sample_id = GSM451
!Platform_sample_id = GSM452
!Platform_sample_id = GSM453
!Platform_sample_id = GSM454
!Platform_sample_id = GSM455
!Platform_sample_id = GSM456
!Platform_sample_id = GSM457
!Platform_sample_id = GSM458
!Platform_sample_id = GSM459
!Platform_sample_id = GSM460
!Platform_sample_id = GSM461
!Platform_sample_id = GSM462
!Platform_sample_id = GSM463
!Platform_sample_id = GSM464
!Platform_sample_id = GSM465
!Platform_sample_id = GSM466
!Platform_sample_id = GSM467
!Platform_sample_id = GSM468
!Platform_sample_id = GSM469
!Platform_sample_id = GSM211535
!Platform_sample_id = GSM211537
!Platform_sample_id = GSM211538
!Platform_series_id = GSE5
!Platform_series_id = GSE8520
!Platform_data_row_count = 13323
#ID = 
#ORF = name of spot
#Description = description of spot
#Chromosome = chromosome
#Position = position
#Gene name = gene name
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	ORF	Description	Chromosome	Position	Gene name	SECTOR	SECTORROW	SECTORCOL	PLATE	PROW	PCOL	FAILED	IS_CONTAMINATED
9874	Y37A1B.9	Member of an uncharacterized protein family	4	13718406	Y37A1B.9	1	1	1	26	L	10	0	U
9875	Y37E11B.5	"Putative ortholog of S. cerevisiae Ylr401p, a protein of unknown function"	4	3570059	Y37E11B.5	1	1	1	26	L	11	0	U
9876	Y37E11B.9	"Protein of unknown function, has moderate similarity to C. elegans Y37E11B.10"	4	3577535	Y37E11B.9	1	1	1	26	L	12	0	U
9877	Y37H2C.4	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	18099566	Y37H2C.4	1	1	1	26	L	13	1	U
9878	Y37H9A.1	Protein of unknown function	1	12932733	Y37H9A.1	1	1	1	26	L	14	0	U
9879	Y38H6C.10	Member of an uncharacterized protein family	5	20774287	Y38H6C.10	1	1	1	26	L	15	0	U
9880	Y38H6C.17	"Putative membrane transporter of the amino acid/auxin permease (AAAP) family, paralog of C. elegans H32K16.1"	5	20798445	Y38H6C.17	1	1	1	26	L	16	0	U
9881	Y38H6C.9	Member of an uncharacterized protein family	5	20778367	Y38H6C.9	1	1	1	26	L	17	0	U
9882	Y39A1A.1	"Protein containing WD-40 repeats, has similarity to human Hs.21753, a JM protein, and similarity over WD-repeat region to human KAT, katanin"	3	10037340	Y39A1A.1	1	1	1	26	L	18	0	U
9883	Y39A1A.13	Protein of unknown function	3	10086554	Y39A1A.13	1	1	1	26	L	19	0	U
9884	Y39A1A.16	Member of an uncharacterized protein family	3	10119857	Y39A1A.16	1	1	1	26	L	20	1	U
9885	Y39A1B.2	"Putative paralog of C. elegans C32E8.8, has similartiy to human NPC1 which is involved in Niemann-Pick disease, type C1"	3	10222264	Y39A1B.2	1	1	1	26	L	21	1	U
9886	Y39A1C.3	"Protein containing a 'cold-shock' DNA-binding domain, has similarity to human CSDA, cold shock DNA-binding domain protein A"	3	10307543	Y39A1C.3	1	1	1	26	L	22	1	U
9887	Y39G8C.1	Member of the 5'-3' exoribonuclease protein family	2	13848744		1	1	1	26	L	23	1	U
9888	Y39G8C.2	"Serine/threonine protein kinase of the casein kinase I subfamily, has similarity to S. cerevisiae Hrr25p casein kinase I"	2	13875226	Y39G8C.2/Y39G8C.C	1	1	1	26	L	24	0	U
9889	Y40B1B.6	"Protein of unknown function, has strong similarity to human KIAA0601 protein (Hs.174174, isolated from a brain cDNA library)"	1	12627342	Y40B1B.6	1	1	1	26	M	1	0	U
9890	Y41C4A.11	Member of the WD repeat protein family	3	11036823	Y41C4A.11	1	1	1	26	M	2	0	U
9891	Y41C4A.2	"Putative amidase with similarity to human fatty acid amide hydrolase (FAAH), has strong similarity to C. elegans Y56A3A.L"	3	10967161	Y41C4A.2	1	1	1	26	M	3	0	U
9892	Y41C4A.5	Protein with moderate similarity to C. elegans F40H6.5	3	11017261	Y41C4A.5	1	1	1	26	M	4	1	U
9893	Y43C5A.6	Member of the RecA-like protein protein family	4	9873007	rad-51/rad51/rdh-1/DMC1-LIM15/Y43C5A.6	1	1	1	26	M	5	0	U
9894	Y43F4B.1	"Protein of unknown function, contains a putative SET domain, has weak similarity to human G9A (Hs.75196) of the major histocompatability complex"	3	12507087	Y43F4B.1	1	1	1	26	M	6	0	U
9895	Y44A6D.4	"Putative tyrosine protein phosphatase, has strong similarity to C. elegans, D. melanogaster, and human tyrosine protein phosphatases"	5	21056199	Y44A6D.4	1	1	1	26	M	7	0	U
9896	Y45F10A.1	Protein of unknown function	4	13222502	Y45F10A.1	1	1	1	26	M	8	0	U
9897	Y45F10A.4	"Putative selenophosphate synthetase, predicted component of selenocysteine biosynthesis pathway, predicted to not contain a selenocysteine residue (Hs.124027)"	4	13214962	Y45F10A.4	1	1	1	26	M	9	0	U
9898	Y45F10B.4	"G-protein coupled receptor, member of unnamed subfamily with distant homology to SRG subfamily, no homolog found in human or D. melanogaster"	4	13289197	Y45F10B.4	1	1	1	26	M	10	0	U
9899	Y45F10B.6	"G-protein coupled receptor, member of unnamed subfamily with distant homology to SRG subfamily, no homolog found in human or D. melanogaster"	4	13293829	Y45F10B.6	1	1	1	26	M	11	0	U
9900	Y45F10D.8	Protein with moderate similarity to S. cerevisiae YLR409C	4	13493230		1	1	1	26	M	12	1	U
9901	Y45F3A.3	"Protein with moderate similarity to acyl-Coenzyme A dehydrogenases, including H. sapiens ACADSB, ACADVL, and ACADS gene products"	3	10006669	Y45F3A.3	1	1	1	26	M	13	1	U
9902	Y45F3A.9	"Putative member of the SpoU rRNA methylase family, has weak similarity to S. cerevisiae Pet56p"	3	10033305	Y45F3A.9	1	1	1	26	M	14	0	U
9903	Y47D3B.10	Prolyl 4-hydroxylase alpha subunit of mutlienzyme complex prolyl 4-hydroxylase	3	10812915	phy-1/dpy-18/Y47D3B.10/T28D6.1	1	1	1	26	M	15	0	U
9904	Y47H9A.1	Member of an uncharacterized protein family	1	10880760	Y47H9A.1	1	1	1	26	M	16	0	U
9905	Y47H9B.2	"Protein of unknown function, has weak similarity to C. elegans F35E2.9"	1	11001817	Y47H9B.2	1	1	1	26	M	17	0	U
9906	Y47H9C.1	Member of an uncharacterized protein family	1	11088670	Y47H9C.1	1	1	1	26	M	18	0	U
9907	Y47H9C.5	"Protein containing DnaJ and thioredoxin domains, has similarity over C-terminal one-third to human protein disulfide isomerase-related proteins P5 and ERP70"	1	11135451	Y47H9C.5	1	1	1	26	M	19	1	U
9908	Y47H9C.6	"Protein of unknown function, has a region with similarity to the ICE-like protease [caspase] p10 domain"	1	11145390	Y47H9C.6	1	1	1	26	M	20	0	U
9909	Y47H9C.7	Putative subunit of translation initiation factor eIF2B (guanine nucleotide exchange factor)	1	11149358	Y47H9C.7	1	1	1	26	M	21	0	U
9910	Y48A6B.10	Protein of unknown function	3	10482442	Y48A6B.10	1	1	1	26	M	22	0	U
9911	Y48A6B.6	Member of the voltage-gated potassium channel protein family	3	10460865	Y48A6B.6	1	1	1	26	M	23	0	U
9912	Y48A6C.4	"Protein of unknown function, C-terminal 116 residues are identical to a region of C. elegans Y48A6C.1, has weak similarity over the N-terminal half to S. cerevisiae Yhr085p"	3	10560185	Y48A6C.4	1	1	1	26	M	24	0	U
9913	Y48A6C.5	Protein involved in pharyngeal development	3	10572181	pha-1/Y48A6C.5	1	1	1	26	N	1	0	U
9914	Y51A2A.1	"Member of the C-type lectin family, has weak similarity to human C-type mannose receptor MRC1"	5	18111729	Y51A2A.1	1	1	1	26	N	2	0	U
9915	Y51A2A.7	Member of the C-type lectin family	5	18132931	Y51A2A.7	1	1	1	26	N	3	0	U
9916	Y51A2D.13	"Protein of unknown function, has strong similarity to C. elegans E04F6.4"	5	18402011	Y51A2D.13	1	1	1	26	N	4	0	U
9917	Y51A2D.4	Member of the hexose transporter family of the major facilitator superfamily [MFS]	5	18345743	Y51A2D.4	1	1	1	26	N	5	0	U
9918	Y51A2D.5	Member of the hexose transporter family of the major facilitator superfamily [MFS]	5	18353757	Y51A2D.5	1	1	1	26	N	6	0	U
9919	Y51B9A.3	"Protein of unknown function, putative paralog of C. elegans F18C5.4"	2	9397064	Y51B9A.3	1	1	1	26	N	7	0	U
9920	Y51H1A.5	Member of the histone deacetylase protein family	2	13698925	Y51H1A.5	1	1	1	26	N	8	0	U
9921	Y52D3.1	"Putative serine/threonine protein kinase, has similarity to human STE20-like (p21-activated) protein kinases, has similarity to S. cerevisiae Ste20p and Nrk1p"	3	10387841	Y52D3.1	1	1	1	26	N	9	0	U
9922	Y54E2A.7	Protein of unknown function	2	14549048	Y54E2A.7	1	1	1	26	N	10	0	U
9923	Y54E2A.8	"Protein of unknown function, has weak similarity to C. elegans C11G6.1"	2	14555469	Y54E2A.8	1	1	1	26	N	11	0	U
9924	Y54E5A.1	Member of an uncharacterized protein family	1	13644040	Y54E5A.1	1	1	1	26	N	12	0	U
9925	Y54E5A.3	Putative ortholog of C. elegans F37C4.8 gene product	1	13650735	Y54E5A.3	1	1	1	26	N	13	0	U
9926	Y54E5B.1	"Putative semaphorin, a class of repulsive axon guidance molecules identified in many organims"	1	13761690	smp-1/Ce-Sema-1a/cesema/Y54E5B.1	1	1	1	26	N	14	0	U
9927	Y54G9A.3	Putative voltage-gated potassium channel with strong similarity to human KVLQT1	2	13524160	Y54G9A.3	1	1	1	26	N	15	0	U
9928	Y54G9A.4	"Protein of unknown function, has moderate similarity to C. elegans F55F8.9"	2	13528678	Y54G9A.4	1	1	1	26	N	16	0	U
9929	Y55H10A.2	"Protein of unknown function, putative paralog of C. elegans F42A6.1"	4	3339353	Y55H10A.2	1	1	1	26	N	17	0	U
9930	Y57A10B.4	"G protein-coupled receptor, member of a subfamily with SRE proteins which are expressed in chemosensory neurons, no homolog found in human or D. melanogaster"	2	12351835	Y57A10B.4	1	1	1	26	N	18	0	U
9931	Y57A10B.6	Member of an uncharacterized protein family	2	12356746	Y57A10B.6	1	1	1	26	N	19	0	U
9932	R5.1	"Putative paralog of C. elegans F39H2.1 gene product [Putative paralog of C. elegans F57C2.3 with similarity to S. cerevisiae PSO2, DNA cross-link repair protein]"	3	12999787	3R5.1	1	1	1	26	N	20	0	U
9933	AH10.2	Member of an uncharacterized protein family	5	14106125	AH10.2	1	1	1	26	N	21	0	U
9934	AH10.4	Putative paralog of C. elegans ZK84.4 gene product	5	14086642	AH10.4	1	1	1	26	N	22	0	U
9935	AH6.13	"G protein-coupled receptor; member of a subfamily with SRA proteins, which are expressed in chemosensory neurons; no homolog found in human or D. melanogaster"	2	9521979	AH6.13	1	1	1	26	N	23	0	U
9936	B0034.4	Protein of unknown function	2	5957351	B0034.4	1	1	1	26	N	24	0	U
9937	B0041.1	Protein of unknown function	1	3987786	B0041.1	1	1	1	26	O	1	0	U
9938	B0041.6	Member of the 6-pyruvoyl tetrahydropterin synthase protein family	1	3975101	B0041.6	1	1	1	26	O	2	0	U
9939	B0047.2	Member of an uncharacterized protein family	2	2013598	B0047.2	1	1	1	26	O	3	0	U
9940	B0047.3	Member of the BTB/POZ domain protein family	2	2015211	B0047.3	1	1	1	26	O	4	0	U
9941	B0047.4	"Protein containing a MATH (meprin and TRAF homology) domain, has similarity to a family of uncharacterized C. elegans proteins"	2	2016562	B0047.4	1	1	1	26	O	5	0	U
9942	B0205.8	Protein of unknown function	1	10041339	B0205.8	1	1	1	26	O	6	0	U
9943	B0207.10	Protein of unknown function	1	5289879	B0207.10	1	1	1	26	O	7	0	U
9944	B0207.8	Protein of unknown function	1	5281989	B0207.8	1	1	1	26	O	8	0	U
9945	B0207.9	Protein of unknown function	1	5288336	B0207.9	1	1	1	26	O	9	0	U
9946	B0213.3	"Protein of unknown function, has weak similarity to C. elegans B0213.5"	5	3950093	B0213.3	1	1	1	26	O	10	0	U
9947	B0213.4	"Protein of unknown function, has weak similarity to C. elegans B0213.3"	5	3946606	B0213.4	1	1	1	26	O	11	0	U
9948	B0213.5	"Protein of unknown function, has weak similarity to C. elegans B0213.3"	5	3944541	B0213.5	1	1	1	26	O	12	0	U
9949	B0213.6	"Protein of unknown function, has weak similarity to C. elegans B0213.3"	5	3942337	B0213.6	1	1	1	26	O	13	0	U
9950	B0228.1	Protein of unknown function	2	7745861	B0228.1	1	1	1	26	O	14	0	U
9951	B0228.8	"Protein of unknown function, has weak similarity to C. elegans B0228.9"	2	7750622	B0228.8	1	1	1	26	O	15	0	U
9952	B0238.12	Member of an uncharacterized protein family	5	5208405	B0238.12	1	1	1	26	O	16	0	U
9953	B0244.3	Protein with weak similarity to C. elegans Y15E3A.3 gene product	3	5201339	B0244.3	1	1	1	26	O	17	0	U
9954	B0252.4	Cyclophilin-related peptidylprolyl cis-trans-isomerase	2	6902541	cyp-10/B0252.4	1	1	1	26	O	18	0	U
9955	B0261.5	Protein of unknown function	1	4572508	B0261.5	1	1	1	26	O	19	0	U
9956	B0272.2	Protein with strong similarity to human golgi SNAP receptor complex member 2 (GOSR2)	X	9193903	B0272.2	1	1	1	26	O	20	0	U
9957	B0273.1	Putative paralog of C. elegans B0334.10 gene product	4	5402903	B0273.1	1	1	1	26	O	21	0	U
9958	B0280.4	Member of an uncharacterized protein family	3	6566991	B0280.4	1	1	1	26	O	22	0	U
9959	B0281.4	"Putative potassium voltage-gated channel, Shaw-related subfamily"	2	2268182	B0281.4	1	1	1	26	O	23	0	U
9960	B0281.5	"Putative potassium voltage-gated channel, Shaw-related subfamily"	2	2270186	B0281.5	1	1	1	26	O	24	0	U
9961	B0281.6	"Putative potassium voltage-gated channel, Shaw-related subfamily"	2	2271645	B0281.6	1	1	1	26	P	1	0	U
9962	B0294.1	Member of an uncharacterized protein family	X	1680243	B0294.1	1	1	1	26	P	2	0	U
9963	B0294.2	"Protein of unknown function, has moderate similarity to C. elegans B0294.1"	X	1676609	B0294.2	1	1	1	26	P	3	0	U
9964	B0302.2	Protein of unknown function	X	16889359	B0302.2	1	1	1	26	P	4	0	U
9965	B0302.4	Protein of unknown function	X	16887335	B0302.4	1	1	1	26	P	5	0	U
9966	B0303.15	Member of the ribosomal protein L12 protein family	3	8157897	B0303.15	1	1	1	26	P	6	0	U
9967	B0304.2	Protein of unknown function	2	4513618	B0304.2	1	1	1	26	P	7	0	U
9968	B0334.4	"Protein with similarity to chicken BX19, bromodeoxyuridine-sensitive transcript protein; has weak similarity to S. cerevisiae Ylr168p and Ylr193p"	2	11486466	B0334.4	1	1	1	26	P	8	0	U
9969	B0336.12	Protein of unknown function	3	5156076	B0336.12	1	1	1	26	P	9	0	U
9970	B0336.2	GTP-binding protein of the arf family (ras superfamily)	3	5162130	arf-1/B0336.2	1	1	1	26	P	10	0	U
9971	B0348.1	"Protein of unknown function, has moderate similarity to C. elegans B0348.2"	5	80397	B0348.1	1	1	1	26	P	11	0	U
9972	B0350.3	Protein of unknown function	4	5874148	B0350.3	1	1	1	26	P	12	0	U
9973	B0353.1	Protein of unknown function	3	537452	B0353.1	1	1	1	26	P	13	0	U
9974	B0361.9	Protein of unknown function	3	6757110	B0361.9	1	1	1	26	P	14	0	U
9975	B0379.2	"Protein of unknown function, putative paralog of C. elegans Y106G6E.3"	1	9402655	B0379.2	1	1	1	26	P	15	1	U
9976	B0379.6	Protein of unknown function	1	9429049	B0379.6	1	1	1	26	P	16	0	U
9977	B0391.10	Protein of unknown function	5	15515942	B0391.10	1	1	1	26	P	17	0	U
9978	B0391.5	"Protein of unknown function, has strong similarity to C. elegans B0391.6"	5	15534238	B0391.5	1	1	1	26	P	18	0	U
9979	B0391.7	Protein of unknown function	5	15522286	B0391.7	1	1	1	26	P	19	2	U
9980	B0391.9	"Protein of unknown function, has weak similarity to C. elegans F47H4.E"	5	15517644	B0391.9	1	1	1	26	P	20	0	U
9981	B0403.1	"Protein of unknown function, has strong similarity to C. elegans B0478.2"	X	6812559	B0403.1	1	1	1	26	P	21	0	U
9982	B0410.1	Putative ortholog of C. elegans D1007.10 gene product	X	2644633	B0410.1	1	1	1	26	P	22	0	U
9983	B0412.4	Member of the ribosomal protein S29 protein family	3	776385	B0412.4	1	1	1	26	P	23	0	U
9984	B0414.3	Putative histone H1	1	5105475	B0414.3	1	1	1	26	P	24	0	U
9985	B0414.4	Protein of unknown function	1	5103368	B0414.4	1	1	1	27	A	1	0	U
9986	B0416.4	"Member of the zinc finger, C3HC4 type (RING finger) protein family"	X	9017634	B0416.4	1	1	1	27	A	2	0	U
9987	B0416.7	"Protein of unknown function, has weak similarity to C. elegans K04F1.8"	X	9035682	B0416.7	1	1	1	27	A	3	0	U
9988	B0432.11	Protein with moderate similarity to C. elegans H09I01.A gene product	2	283451	B0432.11	1	1	1	27	A	4	0	U
9989	B0432.12	"Member of the C-type lectin family, has weak similarity to human receptor for C1q/MBL/SPA C-type lectins"	2	285823	B0432.12	1	1	1	27	A	5	0	U
9990	B0457.2	"Protein of unknown function, has weak similarity to C. elegans C38C6.3"	2	8916187	B0457.2	1	1	1	27	A	6	0	U
9991	B0457.3	"Protein of unknown function, putative paralog of C. elegans B0457.4"	2	8900472	B0457.3	1	1	1	27	A	7	0	U
9992	B0464.3	"Protein of unknown function, has weak similarity to C. elegans C24A3.2"	3	8929184	B0464.3	1	1	1	27	A	8	0	U
9993	B0478.3	"Protein of unknown function, has weak similarity to C. elegans Y52B11A.8"	4	6613011	B0478.3	1	1	1	27	A	9	0	U
9994	B0491.3	Member of an uncharacterized protein family	2	11329314	B0491.3	1	1	1	27	A	10	2	U
9995	B0496.4	Protein of unknown function	4	7059671	B0496.4	1	1	1	27	A	11	0	U
9996	B0496.7	"Protein with a cysteine-rich region, has similarity to H. sapiens CRIP1 gene product [cysteine-rich protein 1 (intestinal) (GenBank)]"	4	7079933	B0496.7	1	1	1	27	A	12	0	U
9997	B0511.9	Protein of unknown function	1	9951701	B0511.9	1	1	1	27	A	13	0	U
9998	B0546.1	"Protein of unknown function, has weak similarity to C. elegans mai-1"	4	3361711	B0546.1	1	1	1	27	A	14	0	U
9999	B0547.2	Protein of unknown function	4	5554498	B0547.2	1	1	1	27	A	15	0	U
10000	B0554.7	"Protein of unknown function, has strong similarity over N-terminal half to regions of C. elegans B0554.5 and Y39B6.K"	5	486069	B0554.7	1	1	1	27	A	16	0	U
10001	B0554.8	"Protein of unknown function, has strong similarity to C. elegans Y39D8A.1"	5	488179	B0554.8	1	1	1	27	A	17	2	U
10002	B0554.9	Protein with moderate similarity to C. elegans B0554.5	5	489455	B0554.9	1	1	1	27	A	18	0	U
10003	B0563.1	Protein of unknown function	X	8910229	B0563.1	1	1	1	27	A	19	0	U
10004	B0563.5	Protein of unknown function	X	8884841	B0563.5	1	1	1	27	A	20	0	U
10005	B0563.8	Protein of unknown function	X	8912352	B0563.8	1	1	1	27	A	21	0	U
10006	C01A2.6	Protein of unknown function	1	12572435	C01A2.6	1	1	1	27	A	22	0	U
10007	C01B10.5	Protein with weak similarity to C. elegans his-24 gene product	4	6238618	C01B10.5/H1.Q	1	1	1	27	A	23	0	U
10008	C01B10.7	"Protein of unknown function, has weak similarity to C. elegans K02E11.5"	4	6246095	C01B10.7	1	1	1	27	A	24	0	U
10009	C01B7.2	Protein of unknown function	5	8780864	C01B7.2	1	1	1	27	B	1	2	U
10010	C01B7.3	Protein of unknown function	5	8778412	C01B7.3	1	1	1	27	B	2	0	U
10011	C01B7.5	Protein of unknown function	5	8795141	C01B7.5	1	1	1	27	B	3	0	U
10012	C01B7.7	Member of an uncharacterized protein family	5	8816856	C01B7.7	1	1	1	27	B	4	0	U
10013	C01C10.2	Protein of unknown function	X	7176144	C01C10.2	1	1	1	27	B	5	0	U
10014	C01C4.1	Putative ortholog of C. elegans E03D2.1 gene product	X	3482372	C01C4.1	1	1	1	27	B	6	0	U
10015	C01F6.5	Member of the RRM domain protein family	4	8699987	C01F6.5	1	1	1	27	B	7	0	U
10016	C01F6.6	"Protein with a PDZ domain, has moderate similarity to H. sapiens SLC9A3R1 (EBP50) gene product, a phosphoprotein that binds ezrin"	4	8710142	C01F6.6	1	1	1	27	B	8	0	U
10017	C01G10.12	"Protein of unknown function, has a small region of strong similarity to members of the DnaJ protein family"	5	14992873	C01G10.12	1	1	1	27	B	9	0	U
10018	C01G10.14	"Protein with similarity to G protein-coupled receptors of the ODR-10 subfamily, has fewer than 7 transmembrane domains, no homolog found in human or D. melanogaster"	5	15028907	C01G10.14	1	1	1	27	B	10	0	U
10019	C01G10.5	Protein of unknown function	5	15012610	C01G10.5	1	1	1	27	B	11	0	U
10020	C01G12.3	Protein with strong similarity to C. elegans F44G4.5 gene product	2	14358591	C01G12.3	1	1	1	27	B	12	0	U
10021	C01G5.7	Protein of unknown function	4	6366374	C01G5.7	1	1	1	27	B	13	0	U
10022	C01G6.2	Protein with strong similarity to C. elegans Y11D7A.15 gene product	2	9259002	C01G6.2	1	1	1	27	B	14	0	U
10023	C02A12.1	"Member of the glutathione S-transferase protein family, has similarity to human and D. melanogaster glutathione S-transferases"	5	3434794	C02A12.1	1	1	1	27	B	15	0	U
10024	C02A12.7	"Protein of unknown function, has moderate similarity to C. elegans K02E7.2"	5	3446351	C02A12.7	1	1	1	27	B	16	0	U
10025	C02B10.2	Protein of unknown function	4	5035631	C02B10.2	1	1	1	27	B	17	0	U
10026	C02B10.4	"Protein of unknown function, has weak similarity to C. elegans M18.7"	4	5034093	C02B10.4	1	1	1	27	B	18	0	U
10027	C02B10.6	"Protein with strong similarity to tyrosine protein phosphatases, putative paralog of C. elegans C17H12.3"	4	5054438	C02B10.6	1	1	1	27	B	19	1	U
10028	C02B8.1	"Protein of unknown function, has moderate similarity to C. elegans ZK507.6"	X	7886932	C02B8.1	1	1	1	27	B	20	0	U
10029	C02B8.2	"Protein of unknown function, putative paralog of C. elegans F31A9.4"	X	7883632	C02B8.2	1	1	1	27	B	21	0	U
10030	C02B8.3	Member of an uncharacterized protein family	X	7878781	C02B8.3	1	1	1	27	B	22	0	U
10031	C02B8.4	Helix-loop-helix DNA-binding domain family member; involved in the development and differentiation of several different mesoderm-derived cells	X	7857944	hlh-8/bHLH-8/CeTwist/C02B8.4	1	1	1	27	B	23	0	U
10032	C02B8.7	"Protein of unknown function, has weak similarity to C. elegans C02B8.3"	X	7876921	C02B8.7	1	1	1	27	B	24	0	U
10033	C02E7.14	"Putative reverse transcriptase, has similarity to several C. elegans proteins of the reverse transcriptase family"	5	4875809	C02E7.14	1	1	1	27	C	1	0	U
10034	C02E7.7	"Protein of unknown function, has weak similarity to C. elegans C02E7.6"	5	4847928	C02E7.7	1	1	1	27	C	2	0	U
10035	C02F4.3	Protein of unknown function	4	10093499	C02F4.3	1	1	1	27	C	3	0	U
10036	C02F4.5	Protein of unknown function	4	10114467	C02F4.5	1	1	1	27	C	4	0	U
10037	C02F5.5	Putative paralog of C. elegans F17E9.5 gene product	3	7676476	C02F5.5	1	1	1	27	C	5	0	U
10038	C03B1.10	Protein of unknown function	X	6101435	C03B1.10	1	1	1	27	C	6	0	U
10039	C03B1.3	"Protein of unknown function, has weak similarity to C. elegans C03B1.4"	X	6109703	C03B1.3	1	1	1	27	C	7	0	U
10040	C03B1.9	Protein of unknown function	X	6089930	C03B1.9	1	1	1	27	C	8	0	U
10041	C03B8.1	Protein of unknown function	3	7157040	C03B8.1	1	1	1	27	C	9	0	U
10042	C03B8.2	Member of an uncharacterized protein family	3	7156439	C03B8.2	1	1	1	27	C	10	2	U
10043	C03B8.3	Protein of unknown function	3	7152725	C03B8.3	1	1	1	27	C	11	0	U
10044	C03C10.5	Protein of unknown function	3	3527512	C03C10.5	1	1	1	27	C	12	0	U
10045	C03C10.7	Protein of unknown function	3	3514524	C03C10.7/E03A3.8	1	1	1	27	C	13	0	U
10046	C03C11.1	Protein with moderate similarity to C. elegans F42H11.1 gene product	1	9346473	C03C11.1	1	1	1	27	C	14	0	U
10047	C03D6.8	"Protein with strong similarity to S. cerevisiae Ylr009p, a predicted ribosomal protein"	1	9001154	C03D6.8	1	1	1	27	C	15	0	U
10048	C03G6.1	"Putative G-protein coupled receptor, no homolog found in human or D. melanogaster"	5	7361627	C03G6.1	1	1	1	27	C	16	0	U
10049	C03G6.4	"Protein of unknown function, has strong similarity to C. elegans C36C5.12"	5	7354847	C03G6.4	1	1	1	27	C	17	0	U
10050	C03H5.4	Protein with moderate similarity to human phospholipases	2	363024	C03H5.4	1	1	1	27	C	18	0	U
10051	C03H5.7	"Protein of unknown function, has weak similarity to C. elegans Y40H7A.9"	2	369273	C03H5.7	1	1	1	27	C	19	0	U
10052	C04B4.5	Protein of unknown function	X	12033151	C04B4.5	1	1	1	27	C	20	0	U
10053	C04B4.6	Protein of unknown function	X	12020666	C04B4.6	1	1	1	27	C	21	0	U
10054	C04C3.4	Member of an uncharacterized protein family	4	3370166	C04C3.4	1	1	1	27	C	22	0	U
10055	C04C3.7	"Protein with similarity to G protein-coupled receptors of the ODR-10 subfamily, has fewer than 7 transmembrane domains, no homolog found in human or D. melanogaster"	4	3408784	C04C3.7	1	1	1	27	C	23	0	U
10056	C04E12.1	"Protein with similarity to G-protein coupled receptors of an unnamed subfamily, no homolog found in human or D. melanogaster, may have fewer than 7 transmembrane domains"	5	3356524	C04E12.1	1	1	1	27	C	24	0	U
10057	C04E12.2	Member of an uncharacterized protein family	5	3341201	C04E12.2	1	1	1	27	D	1	0	U
10058	C04E12.6	"Protein of unknown function, putative paralog of C. elegans F35F10.7"	5	3326707	C04E12.6	1	1	1	27	D	2	2	U
10059	C04E6.3	Protein with weak similarity to C. elegans C36A4.8 gene product	5	5862782	C04E6.3	1	1	1	27	D	3	0	U
10060	C04E6.8	Protein with strong similarity to C. elegans H25K10.4 gene product	5	5826093	C04E6.8	1	1	1	27	D	4	0	U
10061	C04F12.7	"Protein of unknown function, has nearly perfect identity to the N-terminal half of C. elegans F41H10.1"	1	9027477	C04F12.7	1	1	1	27	D	5	0	U
10062	C04F12.9	Putative ribonuclease H	1	9041893	C04F12.9	1	1	1	27	D	6	0	U
10063	C04G2.5	"Protein of unknown function, has similarity to C. elegans T05F1.5"	4	9685284	C04G2.5	1	1	1	27	D	7	0	U
