^PLATFORM = GPL12
!Platform_title = Stanford Zea mays
!Platform_geo_accession = GPL12
!Platform_status = Public on Oct 09 2001
!Platform_submission_date = Jun 11 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Zea mays
!Platform_taxid = 4577
!Platform_description = A maize array fabricated with 5,376 unique expressed sequence tag (EST) clones sequenced from 4-day-old roots, immature ears and adult organ cDNA libraries.
!Platform_description = mRNA source: Zea mays strain with genetic background K55 (75%), W23 (20%), Robertson's Mutator (5%).
!Platform_web_link = http://zmdb.iastate.edu/
!Platform_pubmed_id = 12225584
!Platform_contributor = Yangrae,,Cho
!Platform_contributor = Virginia ,,Walbot
!Platform_contact_name = Yangrae,,Cho
!Platform_contact_email = yacho@sequence.stanford.edu
!Platform_contact_phone = 650-812-1976
!Platform_contact_fax = 650-812-1975
!Platform_contact_laboratory = V. Walbot
!Platform_contact_department = Biological Sciences
!Platform_contact_institute = Stanford University
!Platform_contact_address = 385 Serra Mall
!Platform_contact_city = Stanford University
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305-8221
!Platform_contact_country = USA
!Platform_sample_id = GSM57
!Platform_sample_id = GSM58
!Platform_sample_id = GSM59
!Platform_sample_id = GSM60
!Platform_sample_id = GSM61
!Platform_sample_id = GSM62
!Platform_sample_id = GSM63
!Platform_sample_id = GSM64
!Platform_sample_id = GSM65
!Platform_sample_id = GSM66
!Platform_sample_id = GSM67
!Platform_sample_id = GSM68
!Platform_sample_id = GSM69
!Platform_sample_id = GSM70
!Platform_sample_id = GSM71
!Platform_sample_id = GSM72
!Platform_sample_id = GSM73
!Platform_sample_id = GSM74
!Platform_sample_id = GSM75
!Platform_sample_id = GSM76
!Platform_sample_id = GSM77
!Platform_sample_id = GSM78
!Platform_sample_id = GSM79
!Platform_sample_id = GSM80
!Platform_series_id = GSE141
!Platform_data_row_count = 5760
#ID = 
#Homologs PID-1 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-2 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-3 = Top matching sequences to GenBank on March 1, 2001
#SPOT_ID = Spot identifier
!platform_table_begin
ID	Homologs PID-1	Homologs PID-2	Homologs PID-3	SPOT_ID
614063D04.x1				614063D04.x1
614064C01.y1				614064C01.y1
614064C06.y1				614064C06.y1
614064E11.y1	Homolog PID: 7268700 putative protein [Arabidopsis thaliana]	Homolog PID: 2832633 putative protein [Arabidopsis thaliana]	Homolog PID: 9758745 gene_id:MFC19.22~pir||T04426~sim...	614064E11.y1
614065C05.y1	Homolog PID: 8918506 glucose-6-phosphate dehydrogenase [Triticum aestivum]	Homolog PID: 8918502 glucose-6-phosphate dehydrogenase [Triticum aestivum]	Homolog PID: 8918	614065C05.y1
614065D11.x1				614065D11.x1
614078F02.x1	Homolog PID: 10177333 2-oxoglutarate dehydrogenase, E1... [Arabidopsis thaliana]	Homolog PID: 2827711 oxoglutarate dehydrogenase [Arabidopsis thaliana]		614078F02.x1
614078F09.y1	Homolog PID: 9757922 respiratory burst oxidase protein [Arabidopsis thaliana]	Homolog PID: 4585142 NADPH oxidase gp91 phox homolog	Homolog PID: 2654868 RbohAp10	614078F09.y1
614079H02.x1				614079H02.x1
614080B01.x1				614080B01.x1
614080G10.x1	Homolog PID: 2213884 2-isopropylmalate synthase [Lycopersicon pennellii]	Homolog PID: 7109468 putative 2-isopropylmalate synth...	Homolog PID: 6714306 F15H18.3 [Arabid	614080G10.x1
614082A03.y1	Homolog PID: 3850588 Contains similarity to gb|AB0111...	Homolog PID: 9759019 gb|AAC72128.1~gene_id:K6A12.3~st...		614082A03.y1
614078H02.y1				614078H02.y1
614078B10.y1				614078B10.y1
614079B04.x1	Homolog PID: 6630743 CDC48-like protein [Arabidopsis thaliana]	Homolog PID: 1669660 protein of AAA family [Capsicum annuum]	Homolog PID: 6681343 putative transitional endoplasmi	614079B04.x1
614080H01.x1				614080H01.x1
614081D01.y2	Homolog PID: 10092162 unknown protein 38618-41990	Homolog PID: 9294421 emb|CAB52444.1~gene_id:MMB12.3~s...	Homolog PID: 7269972 putative protein [Arabidopsis thaliana]	614081D01.y2
614082B04.y1	Homolog PID: 8777339 serine/threonine protein kinase [Arabidopsis thaliana]	Homolog PID: 9280636 CBL-interacting protein kinase 2 [Arabidopsis thaliana]		614082B04.y1
614078F03.y1	Homolog PID: 3786007 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 10177914 emb|CAB71043.1~gene_id:MCA23.10~...	Homolog PID: 7799777 like glycosyl transferase 1 [Ar	614078F03.y1
614078F10.y1	Homolog PID: 6984128 Tic20-like protein [Euphorbia esula]	Homolog PID: 3769673 Tic20 [Pisum sativum]	Homolog PID: 4262160 putative chloroplast protein imp... [Arabidopsis thaliana]	614078F10.y1
614079D04.x1	Homolog PID: 6066285 ubiquitin carrier protein 4 [Glycine max]	Homolog PID: 9758043 ubiquitin-conjugating enzyme E2-... [Arabidopsis thaliana]	Homolog PID: 431266 ubiquitin conj	614079D04.x1
614080D05.y1	Homolog PID: 5669640 ethylene-responsive small GTP-bi... [Lycopersicon esculentum]	Homolog PID: 871510 small GTP-binding protein [Pisum sativum]	Homolog PID: 2	614080D05.y1
614081D03.y2	Homolog PID: 11245655 G protein alpha subunit [Hordeum vulgare]	Homolog PID: 540533 G protein alpha subunit [Oryza sativa]	Homolog PID: 862310 G protein alpha-subunit [Oryza sa	614081D03.y2
614082F04.y1	Homolog PID: 7547099 ribosomal protein L17, putative [Arabidopsis thaliana]	Homolog PID: 2459420 60S ribosomal protein L23 [Arabidopsis thaliana]	Homolog PID: 310933	614082F04.y1
614078F04.x1				614078F04.x1
614078F11.y1	Homolog PID: 7321070 putative protein [Arabidopsis thaliana]	Homolog PID: 7267523 putative protein [Arabidopsis thaliana]	Homolog PID: 7267971 putative protein [Arabidopsis thalia	614078F11.y1
614079D06.x1				614079D06.x1
614080A07.y1				614080A07.y1
614081B05.y2				614081B05.y2
614082F06.x1				614082F06.x1
614097A06.x1				614097A06.x1
614097B11.x1				614097B11.x1
614098H11.y1				614098H11.y1
614100D12.x1	Homolog PID: 7262672 Contains similarity to a hypothe...	Homolog PID: 3894197 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 10580735 Vng1202c [Halobacterium sp]	614100D12.x1
614101C07.x1	Homolog PID: 8778978 Contains similarity to pigpen pr... [Arabidopsis thaliana]	Homolog PID: 8778813 T4O12.23 [Arabidopsis thaliana]		614101C07.x1
614102E04.x1	Homolog PID: 469148 alanine aminotransferase [Hordeum vulgare]	Homolog PID: 296204 alanine aminotransferase [Panicum miliaceum]	Homolog PID: 4730886 alanine aminotransferase [Or	614102E04.x1
614097B07.y1	Homolog PID: 7269738 putative protein [Arabidopsis thaliana]	Homolog PID: 4218115 putative protein [Arabidopsis thaliana]	Homolog PID: 9295180 DC3 [Homo sapiens]	614097B07.y1
614097C12.y1	Homolog PID: 11136726 unknown protein [Arabidopsis thaliana]			614097C12.y1
614100H02.x1				614100H02.x1
614101D01.x1	Homolog PID: 4210332 2-oxoglutarate dehydrogenase E2 ... [Arabidopsis thaliana]	Homolog PID: 9758104 2-oxoglutarate dehydrogenase E2 ... [Arabidopsis thaliana]		614101D01.x1
614101F08.x1	Homolog PID: 4262183 51434 [Arabidopsis thaliana]	Homolog PID: 6466229 peptidyl prolyl cis-trans isomer... [Zymomonas mobilis]	Homolog PID: 10174162 peptidyl-prolyl cis-trans isomer... [Baci	614101F08.x1
614102C07.x1	Homolog PID: 5669871 dihydrolipoamide S-acetyltransfe... [Zea mays]	Homolog PID: 6907096 ESTs AU033004(S0924),C74754(E508... [Oryza sativa]	Homolog PID: 4585966 Putative di	614102C07.x1
614097D07.x1	Homolog PID: 5734713 Is a member of PF|01169 Uncharac...	Homolog PID: 11094802 transmembrane protein, putative [Arabidopsis thaliana]	Homolog PID: 7684611 TPARDL [Mus musculus]	614097D07.x1
614097G12.x1				614097G12.x1
614100F04.x1	Homolog PID: 5869967 isovaleryl-CoA Dehydrogenase [Pisum sativum]	Homolog PID: 5869965 Isovaleryl-CoA Dehydrogenase [Pisum sativum]	Homolog PID: 5596622 isovaleryl-CoA-dehydr	614100F04.x1
614101G01.x1	Homolog PID: 662368 farnesyl pyrophosphate synthetase [Zea mays]	Homolog PID: 4063829 farnesyl diphosphate synthase [Oryza sativa]	Homolog PID: 2073375 farnesyl pyrophosphate 	614101G01.x1
614101H08.x1				614101H08.x1
614102G08.x1				614102G08.x1
614097C08.y1	Homolog PID: 4239889 MAP kinase 5 [Zea mays]	Homolog PID: 20808 MAP kinase homologue [Pisum sativum]	Homolog PID: 2138340 salicylic acid-activated MAP kin... [Nicotiana tabacum]	614097C08.y1
614098F01.y1	Homolog PID: 6706423 imbibition protein homolog [Arabidopsis thaliana]	Homolog PID: 488787 putative imbibition protein [Brassica oleracea]	Homolog PID: 167100 seed imbib	614098F01.y1
614100E06.x1	Homolog PID: 6689381 deoxyhypusine synthase [Senecio vernalis]	Homolog PID: 10177565 deoxyhypusine synthase [Arabidopsis thaliana]	Homolog PID: 6723987 homospermidine synthase [	614100E06.x1
614101F02.y1				614101F02.y1
614101E09.x1	Homolog PID: 3763932 putative protein kinase [Arabidopsis thaliana]	Homolog PID: 2880051 putative protein kinase [Arabidopsis thaliana]	Homolog PID: 6692674 F12K11.1 [Arabi	614101E09.x1
614102H10.x1	Homolog PID: 4755196 unknown protein [Arabidopsis thaliana]	Homolog PID: 3513738 similar to the GDSL family of li... [Arabidopsis thaliana]	Homolog PID: 7267793 putative protein [A	614102H10.x1
606007F02.x1	Homolog PID: 3386622 unknown protein [Arabidopsis thaliana]	Homolog PID: 5834567 dJ967N21.3 [Homo sapiens]		606007F02.x1
606007G07.x1	Homolog PID: 10176977 40S ribosomal protein S9 [Arabidopsis thaliana]	Homolog PID: 7671489 40S ribosomal protein-like [Arabidopsis thaliana]	Homolog PID: 6687299 40S ribo	606007G07.x1
606008A04.x1	Homolog PID: 2340108 starch branching enzyme IIa [Zea mays]	Homolog PID: 5689138 starch branching enzyme rbe4 [Oryza sativa]	Homolog PID: 1620662 1,4-alpha-D-gluca [Triticum aestiv	606008A04.x1
606008G10.x1	Homolog PID: 2618689 glycerol-3-phosphate dehydrogenase [Arabidopsis thaliana]	Homolog PID: 6648181 putative glycerol-3-phosphate de... [Arabidopsis thaliana]		606008G10.x1
606009C07.x1	Homolog PID: 4204268 62134 [Arabidopsis thaliana]	Homolog PID: 7296288 kin17 gene product [Drosophila melanogaster]	Homolog PID: 3850704 Kin17 [Homo sapiens]	606009C07.x1
606009G12.x1	Homolog PID: 5231210 serine/threonine protein phospha...  Oryza [sativa subsp]	Homolog PID: 3859548 protein phosphatase 2A catalytic... [Oryza sativa]		606009G12.x1
606007A03.x1				606007A03.x1
606007D08.x1	Homolog PID: 4704741 gamma-adaptin 1 [Arabidopsis thaliana]	Homolog PID: 3372671 gamma-adaptin 1 [Arabidopsis thaliana]	Homolog PID: 5091510 Similar to Arabidopsis thaliana ... [Or	606007D08.x1
606008E05.x1				606008E05.x1
606008C11.x1	Homolog PID: 8778420 F18O14.21 [Arabidopsis thaliana]	Homolog PID: 4544399 putative beta-ketoacyl-CoA synth... [Arabidopsis thaliana]	Homolog PID: 5001734 very-long-chain fatty acid cond	606008C11.x1
606009F07.x1	Homolog PID: 7523410 putative protein [Arabidopsis thaliana]	Homolog PID: 5932553 putative kinase 86849-83844	Homolog PID: 4585995 Hypothetical protein [Arabidopsis thaliana]	606009F07.x1
606011F01.x1				606011F01.x1
606007C03.x1	Homolog PID: 1498053 ribosomal protein S8 [Zea mays]	Homolog PID: 968902 ribosomal protein S8 [Oryza sativa]	Homolog PID: 3264759 40S ribosomal protein S8 [Prunus armeniaca]	606007C03.x1
606007H10.x1	Homolog PID: 498775 heat shock protein 70 kDa [Zea mays]	Homolog PID: 2827002 HSP70 [Triticum aestivum]	Homolog PID: 2290780 heat shock cognate protein [Solanum commersonii]	606007H10.x1
606008G05.x1				606008G05.x1
606008F11.x1				606008F11.x1
606009F08.x1				606009F08.x1
606011E04.x1	Homolog PID: 7270343 putative protein [Arabidopsis thaliana]	Homolog PID: 3297818 putative protein [Arabidopsis thaliana]	Homolog PID: 4106984 R30923_1 [Homo sapiens]	606011E04.x1
606007C04.x1	Homolog PID: 9049421 ESTs AU093391(E60370),AU091593(C... [Oryza sativa]			606007C04.x1
606007D11.x1	Homolog PID: 2217970 p40 [Homo sapiens]	Homolog PID: 9795595 Hypothetical protein [Arabidopsis thaliana]	Homolog PID: 10092419 hypothetical protein 26726-23758	606007D11.x1
606008E06.x1				606008E06.x1
606008G12.x1				606008G12.x1
606009A10.x1	Homolog PID: 3184283 unknown protein [Arabidopsis thaliana]	Homolog PID: 4240147 KIAA0829 protein [Homo sapiens]	Homolog PID: 1799570 TIP120 [Rattus norvegicus]	606009A10.x1
606011G05.x1	Homolog PID: 11094701 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7269561 putative protein [Arabidopsis thaliana]	Homolog PID: 4490704 putative protein [Arabidop	606011G05.x1
606023E05.x1				606023E05.x1
606024C02.x2				606024C02.x2
606024A12.x2	Homolog PID: 7269153 putative protein [Arabidopsis thaliana]	Homolog PID: 3292832 putative protein [Arabidopsis thaliana]		606024A12.x2
606025C09.x1				606025C09.x1
606026F05.x2	Homolog PID: 10140765 putative pollen allergen [Oryza sativa]	Homolog PID: 7339498 putative protein [Arabidopsis thaliana]	Homolog PID: 7339497 putative protein [Arabidopsis thal	606026F05.x2
606027D01.x1				606027D01.x1
606023E07.x1				606023E07.x1
606024C05.x2	Homolog PID: 4680192 hypothetical protein                 Oryza [sativa subsp]	Homolog PID: 6708466 RAN GTPase activating protein 1 [Arabidopsis thaliana]		606024C05.x2
606024G12.x2				606024G12.x2
606025E09.x1	Homolog PID: 2335099 unknown protein [Arabidopsis thaliana]	Homolog PID: 6648215 unknown protein [Arabidopsis thaliana]	Homolog PID: 11128378 unknown protein, 5' partial [Arabidops	606025E09.x1
606026B06.x2				606026B06.x2
606027G01.x1				606027G01.x1
606023G07.x1	Homolog PID: 5679686 protein phosphatase 2A A subunit [Oryza sativa]	Homolog PID: 5679684 phosphatase 2A regulatory A subu... [Oryza sativa]	Homolog PID: 7939566 protein p	606023G07.x1
606024A06.x2				606024A06.x2
606025B02.x1				606025B02.x1
606025H10.x1				606025H10.x1
606026F06.x2				606026F06.x2
606027B02.x1				606027B02.x1
606023F08.x1				606023F08.x1
606024E07.x2	Homolog PID: 303853 ribosomal protein L3 [Oryza sativa]	Homolog PID: 5762260 Csf-3 [Cucumis sativus]	Homolog PID: 4585874 60s ribosomal protein L3 [Arabidopsis thaliana]	606024E07.x2
606025E03.x1				606025E03.x1
606025E12.x1				606025E12.x1
606026A07.x2				606026A07.x2
606027D02.x1				606027D02.x1
adhE1				adhE1
adhI1				adhI1
adhE2				adhE2
dhI2				dhI2
"adh1E3/E4J(27/18,M)"				adh1E3/E4J(27/18,M)
adhI3				adhI3
adhE4				adhE4
"adhI4,m"				adhI4,m
adhE5/E6J(21/24)				adhE5/E6J(21/24)
adhI5/e6 (33/12)				adhI5/e6 (33/12)
adhe6				adhe6
adhi6(28/17)				adhi6(28/17)
shuE2				shuE2
shuI2				shuI2
shuE3				shuE3
shuE3/I3(24/21)				shuE3/I3(24/21)
shuE4				shuE4
adhE1/E2J(25/20)				adhE1/E2J(25/20)
shuE6				shuE6
shuE6/E7(22/23)				shuE6/E7(22/23)
shuE8				shuE8
shuI2/E3(21/24)				shuI2/E3(21/24)
shu3/E4(23/22)				shu3/E4(23/22)
murAE3-3				murAE3-3
707016F09.y1				707016F09.y1
707017A04.y1	Homolog PID: 2286121 sec14 like protein [Oryza sativa]	Homolog PID: 2739046 polyphosphoinositide binding pro... [Glycine max]	Homolog PID: 8671832 Strong similarity to polyphospho... [A	707017A04.y1
707017C08.x1	Homolog PID: 9758068 frnE protein-like [Arabidopsis thaliana]			707017C08.x1
707018G04.x1				707018G04.x1
707018D12.y1				707018D12.y1
707020H07.y1				707020H07.y1
707016C10.y1				707016C10.y1
707017C04.y1	Homolog PID: 7269113 HSP associated protein like [Arabidopsis thaliana]	Homolog PID: 2827544 HSP associated protein like [Arabidopsis thaliana]	Homolog PID: 9294491 con	707017C04.y1
707017D09.x1				707017D09.x1
707018G06.x1				707018G06.x1
707020G01.x1				707020G01.x1
707020C09.x1	Homolog PID: 6554175 unknown protein [Arabidopsis thaliana]	Homolog PID: 9294515 gb|AAD13716.2~gene_id:MDB19.7~st...	Homolog PID: 1223579 cDNA101 [Arabidopsis thaliana]	707020C09.x1
707016G10.y1				707016G10.y1
707017D05.x1				707017D05.x1
707017E10.x1				707017E10.x1
707018B07.y1	Homolog PID: 2459427 putative chloroplast 50S ribosom... [Arabidopsis thaliana]	Homolog PID: 9945057 putative ribosomal protein L28 [Oryza sativa]	Homolog PID: 20	707018B07.y1
707020H02.y1				707020H02.y1
707020H11.y1				707020H11.y1
707016D11.x1	Homolog PID: 4741966 Lil3 protein [Arabidopsis thaliana]	Homolog PID: 2245118 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7268512 hypothetical protein [Arabidopsis thalia	707016D11.x1
707017G05.x1				707017G05.x1
707017G10.x1	Homolog PID: 4454480 (1-4)-beta-mannan endohydrolase [Arabidopsis thaliana]	Homolog PID: 7269686 putative [Arabidopsis thaliana]	Homolog PID: 9857528 Similar to  ma	707017G10.x1
707018F07.y1	Homolog PID: 8346556 DR1-like protein [Arabidopsis thaliana]	Homolog PID: 9759367 TATA-binding protein-associated ... [Arabidopsis thaliana]	Homolog PID: 633026 Dr1 [Arabidopsis t	707018F07.y1
707020E03.x1	Homolog PID: 6453873 putative heat-shock protein 371...	Homolog PID: 5902359 Heat-shock protein [Arabidopsis thaliana]	Homolog PID: 1495251 heat-shock protein [Arabidopsis thaliana]	707020E03.x1
707020H12.y1				707020H12.y1
707041E08.x1				707041E08.x1
707041F11.x1				707041F11.x1
707043D06.x1				707043D06.x1
707044F01.x1				707044F01.x1
707044D08.x1	Homolog PID: 6006852 putative adenylylsulfate kinase [Arabidopsis thaliana]	Homolog PID: 2832300 adenosine-5'-phosphosulfate-kinase [Catharanthus roseus]		707044D08.x1
707046F07.x1				707046F07.x1
707041G08.x1				707041G08.x1
707041B12.x1				707041B12.x1
707043E07.x1	Homolog PID: 8655992 Contains similarity to aminoacyl... [Arabidopsis thaliana]	Homolog PID: 11120814 aminoacylase, putative [Arabidopsis thaliana]	Homolog PID: 2	707043E07.x1
707044A02.x1	Homolog PID: 6598934 unknown protein [Arabidopsis thaliana]	Homolog PID: 7573494 putative protein [Arabidopsis thaliana]	Homolog PID: 4586049 hypothetical protein [Arabidopsis thal	707044A02.x1
707044E09.x1	Homolog PID: 8096374 Similar to Arabidopsis thaliana ... [Oryza sativa]	Homolog PID: 11610910 putative low temperature and sal... [Oryza sativa]	Homolog PID: 6671968 lo	707044E09.x1
707047E01.x1				707047E01.x1
707041A09.x1				707041A09.x1
707041G12.x1				707041G12.x1
707043C08.x1	Homolog PID: 6714426 unknown protein [Arabidopsis thaliana]	Homolog PID: 7332202 contains similarity to TR:O97725 [Caenorhabditis elegans]	Homolog PID: 7295939 CG3214 gene product 	707043C08.x1
707044E02.x1				707044E02.x1
707044H09.x1				707044H09.x1
707047B02.x1	Homolog PID: 11096246 putative nematode-resistance pro... [Hordeum vulgare]	Homolog PID: 7573479 nematode resistance-like protein [Arabidopsis thaliana]		707047B02.x1
707041G09.x1				707041G09.x1
707043B01.x1	Homolog PID: 3643090 protein phosphatase-2C PP2C	Homolog PID: 7269633 protein phosphatase homolog [Arabidopsis thaliana]	Homolog PID: 4972111 protein phosphatase homolog [Arabidopsis thalia	707043B01.x1
707043E08.x1	Homolog PID: 9294155 gene_id:MKP6.23~unknown protein [Arabidopsis thaliana]			707043E08.x1
707044B03.x1				707044B03.x1
707044D10.x1	Homolog PID: 8468012 Similar to Arabidopsis thaliana ... [Oryza sativa]	Homolog PID: 6899925 P-glycoprotein-like proetin [Arabidopsis thaliana]	Homolog PID: 3522943 put	707044D10.x1
707047H02.x1				707047H02.x1
707058D10.x2	Homolog PID: 5081419 tonoplast intrinsic protein [Brassica napus]	Homolog PID: 1514977 VM23 [Raphanus sativus]	Homolog PID: 1928981 tonoplast intrinsic protein bobT...  Brass	707058D10.x2
707059H04.x1				707059H04.x1
707060A06.x1	Homolog PID: 4581162 putative microtubule-associated ... [Arabidopsis thaliana]	Homolog PID: 3367536 Contains similarity to symbiosis... [Arabidopsis thaliana]		707060A06.x1
707061E07.x1				707061E07.x1
707062G10.x1				707062G10.x1
707064C09.y1				707064C09.y1
707058E11.x2				707058E11.x2
707059E05.x1	Homolog PID: 6478927 hypothetical protein [Arabidopsis thaliana]			707059E05.x1
707060B07.x1	Homolog PID: 3695005 pyruvate dehydrogenase kinase is... [Zea mays]	Homolog PID: 11610916 putative pyruvate dehydrogenase ... [Oryza sativa]	Homolog PID: 3746431 pyruvate d	707060B07.x1
707061D08.x1	Homolog PID: 289188 5'-phosphoribosyl-5-aminoimidazo... [Arabidopsis thaliana]	Homolog PID: 7329631 phosphoribosylformylglycinamidin... [Arabidopsis thaliana]		707061D08.x1
707062E11.x1	Homolog PID: 11908098 unknown protein [Arabidopsis thaliana]	Homolog PID: 11692840 F5H14.21 [Arabidopsis thaliana]	Homolog PID: 4454466 unknown protein [Arabidopsis thaliana]	707062E11.x1
707064E10.y1				707064E10.y1
707058D12.x2				707058D12.x2
707059B08.x1	Homolog PID: 5672673 phosphoenolpyruvate carboxykinase [Zea mays]	Homolog PID: 7270770 phosphoenolpyruvate carboxykinase [Arabidopsis thaliana]	Homolog PID: 4490732 phosphoen	707059B08.x1
707060H08.x1	Homolog PID: 9971217 MIP [Adiantum capillus]	Homolog PID: 440869 major intrinsic protein [Oryza sativa]	Homolog PID: 10177172 pollen-specific membrane integra... [Arabidopsis thaliana]	707060H08.x1
707061A10.x1	Homolog PID: 1853968 CPRD12 protein [Vigna unguiculata]			707061A10.x1
707064E02.y1	Homolog PID: 8979882 putative Rop family GTPase, ROP6 [Zea mays]	Homolog PID: 8979880 putative Rop family GTPase, ROP7 [Zea mays]	Homolog PID: 5902928 small GTP-binding protei	707064E02.y1
707066C02.y1				707066C02.y1
707058F12.x2				707058F12.x2
707059A10.x1	Homolog PID: 7688002 CRK1 protein [Beta vulgaris]	Homolog PID: 7671528 CRK1 protein [Beta vulgaris]	Homolog PID: 3776559 Strong similarity to gene F14J9.... [Arabidopsis thaliana]	707059A10.x1
707060C11.x1				707060C11.x1
707062A02.x1	Homolog PID: 2244780 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7268129 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 4105780 PGPS/D5                 	707062A02.x1
707064H03.y1	Homolog PID: 4544428 unknown protein [Arabidopsis thaliana]	Homolog PID: 3550343 cellular repressor of E1A-stimul... [Homo sapiens]	Homolog PID: 4826496 dJ455J7.1 [Homo sapiens]	707064H03.y1
707066G05.y1	Homolog PID: 7269810 putative protein [Arabidopsis thaliana]	Homolog PID: 4972058 putative protein [Arabidopsis thaliana]	Homolog PID: 2633767 similar to 3-hydroxyisobutyrate ... 	707066G05.y1
707091B06.x3				707091B06.x3
707094H01.x2	Homolog PID: 469560 photosystem-I PSI-F subunit prec... [Hordeum vulgare]	Homolog PID: 3885892 photosystem-1 F subunit precursor [Oryza sativa]	Homolog PID: 6692130 T	707094H01.x2
707094D10.x2	Homolog PID: 2335095 40S ribosomal protein S2 [Arabidopsis thaliana]	Homolog PID: 6706420 40S ribosomal protein S2 homolog [Arabidopsis thaliana]	Homolog PID: 6566279 simi	707094D10.x2
707095E12.x1	Homolog PID: 11120780 serine/threonine kinase, putative [Arabidopsis thaliana]	Homolog PID: 6715641 T25K16.13 [Arabidopsis thaliana]	Homolog PID: 9280638 CBL-int	707095E12.x1
707097F06.x1				707097F06.x1
707098C08.x1				707098C08.x1
707091F08.x3	Homolog PID: 4733891 unconventional myosin heavy chain [Zea mays]	Homolog PID: 3776579 Strong similarity to F22O13.22 g...	Homolog PID: 9802560 F22O13.20 [Arabidopsis thalian	707091F08.x3
707094C03.x2	Homolog PID: 11761122 putative cytochrome P450 [Oryza sativa]	Homolog PID: 11761101 putative cytochrome P450 [Oryza sativa]	Homolog PID: 11761120 putative cytochrome P450 [Oryza 	707094C03.x2
707094E11.x2	Homolog PID: 9307 alpha-tubulin [Euplotes octocarinatus]	Homolog PID: 9743 alpha-tubulin [Naegleria gruberi]	Homolog PID: 9741 alpha-tubulin [Naegleria gruberi]	707094E11.x2
707096A04.x1	Homolog PID: 10336513 cysteine proteinase [Astragalus sinicus]	Homolog PID: 2224810 cysteine proteinase [Hordeum vulgare]	Homolog PID: 535454 cysteine proteinase [Alnus glutinos	707096A04.x1
707097F08.x1				707097F08.x1
707098C10.x1				707098C10.x1
707092F01.x2				707092F01.x2
707094G03.x2				707094G03.x2
707095F04.x1	Homolog PID: 9758104 2-oxoglutarate dehydrogenase E2 ... [Arabidopsis thaliana]	Homolog PID: 4210332 2-oxoglutarate dehydrogenase E2 ... [Arabidopsis thaliana]		707095F04.x1
707096G04.x1	Homolog PID: 6899922 multifunctional aminoacyl-tRNA l... [Arabidopsis thaliana]	Homolog PID: 459009 similar to multifunctional amino... [Caenorhabditis elegans]		707096G04.x1
707097H11.x1				707097H11.x1
707098C11.x1				707098C11.x1
707093H01.x3	Homolog PID: 6682927 importin alpha 1b [Oryza sativa]			707093H01.x3
707094B04.x2	Homolog PID: 3789952 chlorophyll a/b-binding protein ... [Oryza sativa]	Homolog PID: 9624495 chlorophyll a/b-binding protein ... [Hordeum vulgare]	Homolog PID: 22753 Lh	707094B04.x2
707095F05.x1				707095F05.x1
707096D08.x1				707096D08.x1
707097C12.x1	Homolog PID: 2281103 putative beta-1,3-glucanase, C t... [Arabidopsis thaliana]	Homolog PID: 9759200 gene_id:MNC6.15~unknown protein [Arabidopsis thaliana]		707097C12.x1
707098E12.x1				707098E12.x1
945010G08.Y1				945010G08.Y1
945011B05.Y1	Homolog PID: 168511 protein cdc2 kinase [Zea mays]	Homolog PID: 4096103 p34cdc2 [Triticum aestivum]	Homolog PID: 20343 Rcdc2-1 [Oryza sativa]	945011B05.Y1
945011G09.Y1				945011G09.Y1
945012E08.X1				945012E08.X1
945013A04.X1				945013A04.X1
945013E10.Y1				945013E10.Y1
945010D09.X2	Homolog PID: 9758637 contains similarity to GPI-anchore [Arabidopsis thaliana]	Homolog PID: 3868853 GPI-anchored protein [Vigna radiata]	Homolog PID: 7269682 put	945010D09.X2
945011E05.X1	Homolog PID: 9758301 gene_id:MJH22.7~unknown protein [Arabidopsis thaliana]			945011E05.X1
945011F11.X1				945011F11.X1
945012B09.Y1				945012B09.Y1
945013C05.X1				945013C05.X1
945013A11.X1				945013A11.X1
945010A10.Y1				945010A10.Y1
945011G05.X1				945011G05.X1
945011F12.Y1	Homolog PID: 8439899 It contains thioredoxin domain P...			945011F12.Y1
945012A10.Y1	Homolog PID: 7710959 putative Cdc2-related protein ki... [Beta vulgaris]	Homolog PID: 7268706 kinase-like protein [Arabidopsis thaliana]	Homolog PID: 4455158 kinase-li	945012A10.Y1
945013E05.X1	Homolog PID: 6223646 putative beta-1,3-glucanase [Arabidopsis thaliana]	Homolog PID: 9758904 beta-1,3-glucanase-like protein [Arabidopsis thaliana]	Homolog PID: 8843743 	945013E05.X1
945013D11.Y1				945013D11.Y1
945010A11.Y1	Homolog PID: 6016857 ESTs C97742(C62458),AU078102(C62... [Oryza sativa]	Homolog PID: 5922624 ESTs C97742(C62458),AU078102(C62... [Oryza sativa]	Homolog PID: 1850546 syn	945010A11.Y1
